Transaction_ID,Patient_ID,Start_Time,End_Time,Latency_Seconds,Status
155,CLOUD_LAT_XRD_20260219_180936_P000005,1771524591.406269323,1771524591.479975781,.073706458,SUCCESS
156,CLOUD_LAT_XRD_20260219_180936_P000001,1771524591.491491012,1771524591.566800730,.075309718,SUCCESS
157,CLOUD_LAT_XRD_20260219_180936_P000002,1771524591.578369063,1771524591.652172625,.073803562,SUCCESS
158,CLOUD_LAT_XRD_20260219_180936_P000003,1771524591.663611053,1771524591.737413915,.073802862,SUCCESS
159,CLOUD_LAT_XRD_20260219_180936_P000004,1771524591.748632234,1771524591.823073120,.074440886,SUCCESS
160,CLOUD_LAT_XRD_20260219_180936_P000005,1771524591.834894762,1771524591.907391875,.072497113,SUCCESS
161,CLOUD_LAT_XRD_20260219_180936_P000001,1771524591.918427388,1771524591.990246076,.071818688,SUCCESS
162,CLOUD_LAT_XRD_20260219_180936_P000002,1771524592.001593500,1771524592.077110726,.075517226,SUCCESS
163,CLOUD_LAT_XRD_20260219_180936_P000003,1771524592.088500052,1771524592.162805633,.074305581,SUCCESS
164,CLOUD_LAT_XRD_20260219_180936_P000004,1771524592.174170758,1771524592.249716885,.075546127,SUCCESS
165,CLOUD_LAT_XRD_20260219_180936_P000005,1771524592.260925205,1771524592.333646120,.072720915,SUCCESS
166,CLOUD_LAT_XRD_20260219_180936_P000001,1771524592.344823538,1771524592.417953569,.073130031,SUCCESS
167,CLOUD_LAT_XRD_20260219_180936_P000002,1771524592.428946479,1771524592.504498100,.075551621,SUCCESS
168,CLOUD_LAT_XRD_20260219_180936_P000003,1771524592.516172436,1771524592.591417246,.075244810,SUCCESS
169,CLOUD_LAT_XRD_20260219_180936_P000004,1771524592.602660566,1771524592.676471222,.073810656,SUCCESS
170,CLOUD_LAT_XRD_20260219_180936_P000005,1771524592.687751843,1771524592.770488232,.082736389,SUCCESS
171,CLOUD_LAT_XRD_20260219_180936_P000001,1771524592.781820656,1771524592.855763217,.073942561,SUCCESS
172,CLOUD_LAT_XRD_20260219_180936_P000002,1771524592.867172943,1771524592.942242446,.075069503,SUCCESS
173,CLOUD_LAT_XRD_20260219_180936_P000003,1771524592.953703474,1771524593.031431776,.077728302,SUCCESS
174,CLOUD_LAT_XRD_20260219_180936_P000004,1771524593.043114913,1771524593.120438701,.077323788,SUCCESS
175,CLOUD_LAT_XRD_20260219_180936_P000005,1771524593.131874228,1771524593.206225604,.074351376,SUCCESS
176,CLOUD_LAT_XRD_20260219_180936_P000001,1771524593.218157250,1771524593.292807338,.074650088,SUCCESS
177,CLOUD_LAT_XRD_20260219_180936_P000002,1771524593.304187262,1771524593.377974317,.073787055,SUCCESS
